COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,BLACK_COUNT,WHITE_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
Lawrence ,820,337,123,187,161,131,127,89,96,76,73,271,66,230,518,42,,1097,1154,198,435,277,66,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1158,2604,2021.03.28 22:00:05
Madison ,2796,997,448,604,538,466,380,333,288,259,185,701,285,623,2006,108,538,3022,3762,391,857,998,432,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,3794,9301,2021.03.28 22:00:05
Marion,27358,9884,4492,6093,6010,4966,4137,2945,2406,2084,1611,4576,2265,2853,25702,705,18805,14209,35164,5673,14003,9920,3124,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,37253,83724,2021.03.28 22:00:05
Marshall ,602,193,88,139,120,89,91,64,43,54,43,204,71,124,350,22,,702,783,113,234,237,74,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,795,1808,2021.03.28 22:00:05
Martin ,207,64,33,46,29,33,31,,,21,,77,,54,110,,,263,269,31,127,51,,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,271,820,2021.03.28 22:00:05
Miami ,538,217,83,108,134,97,86,74,64,35,29,217,52,121,318,26,21,696,752,98,243,118,71,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,755,1787,2021.03.28 22:00:05
Monroe ,1724,852,409,448,334,347,266,178,162,146,117,457,141,406,1417,49,287,2111,2545,551,846,542,434,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,2577,6156,2021.03.28 22:00:05
Montgomery ,672,231,109,149,161,114,78,82,45,46,43,225,80,142,389,26,21,834,890,141,248,329,65,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,903,1925,2021.03.28 22:00:05
Morgan ,1235,428,204,241,254,201,164,143,126,109,84,360,107,305,799,56,,1597,1659,216,432,658,141,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1663,3687,2021.03.28 22:00:05
Newton ,203,78,34,39,54,25,33,,29,21,,72,,39,138,,,257,278,37,92,67,,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,281,555,2021.03.28 22:00:05
Noble ,593,195,108,104,121,95,95,74,48,49,32,186,63,143,371,,,694,776,85,209,191,85,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,788,1866,2021.03.28 22:00:05
Ohio ,63,,,,,,,,,,,21,,,40,,0,77,78,,,,23,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,81,196,2021.03.28 22:00:05
Orange ,426,144,81,81,68,85,66,37,27,40,30,146,35,115,228,21,,551,567,84,189,168,39,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,570,1244,2021.03.28 22:00:05
Owen ,335,156,51,67,75,61,57,41,39,31,28,152,28,85,194,22,,476,489,75,168,144,37,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,491,1148,2021.03.28 22:00:05
Parke ,256,101,42,44,50,50,30,26,37,26,28,88,25,67,158,,,331,354,60,136,83,33,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,357,954,2021.03.28 22:00:05
Perry ,355,115,51,95,78,50,52,46,22,32,,102,35,92,224,,,450,471,45,199,129,38,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,471,965,2021.03.28 22:00:05
Pike ,195,72,28,38,49,45,23,,,21,,83,22,42,105,,,253,265,47,92,61,,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,267,802,2021.03.28 22:00:05
Porter ,2141,777,328,469,439,348,355,275,223,179,122,530,177,440,1606,73,331,2204,2888,410,765,836,291,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,2918,6650,2021.03.28 22:00:05
Posey ,323,114,52,59,64,58,43,51,31,27,26,102,49,88,171,,,412,437,50,137,169,31,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,437,983,2021.03.28 22:00:05
Pulaski ,175,76,27,34,32,29,29,27,27,,,65,27,44,97,,,232,249,28,66,57,22,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,251,571,2021.03.28 22:00:05
Putnam ,536,195,88,115,136,87,84,52,32,39,46,179,55,126,326,22,,699,726,83,286,220,46,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,731,1528,2021.03.28 22:00:05
Randolph ,349,145,47,69,76,61,64,49,34,28,26,135,33,86,212,,,460,490,46,131,107,48,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,494,1192,2021.03.28 22:00:05
Ripley ,352,129,60,83,76,43,54,36,39,,29,113,47,67,231,,,465,474,46,67,125,106,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,481,1194,2021.03.28 22:00:05
Rush ,219,77,34,66,38,28,31,,,21,,74,21,49,132,,,279,290,21,41,59,61,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,296,808,2021.03.28 22:00:05
Saint Joseph ,5237,1812,880,1149,1128,840,806,543,525,365,297,1034,461,743,4428,134,2241,3963,6895,951,2471,1648,615,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,7049,16834,2021.03.28 22:00:05
Scott ,447,170,53,97,91,81,76,59,56,43,27,134,48,123,263,32,0,586,608,32,129,111,94,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,617,1600,2021.03.28 22:00:05
Shelby ,605,237,97,116,117,103,86,88,71,66,45,180,88,162,374,29,22,773,816,37,124,194,189,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,842,2156,2021.03.28 22:00:05
Spencer ,277,123,51,56,60,39,44,27,33,32,,95,39,79,171,,,384,397,65,94,124,27,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,401,804,2021.03.28 22:00:05
Starke ,435,165,64,91,72,82,75,40,54,41,30,149,46,104,265,23,,565,599,56,162,175,39,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,600,1250,2021.03.28 22:00:05
Steuben ,415,132,66,102,84,67,60,45,43,30,,145,30,77,263,,,505,539,64,158,114,47,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,547,1355,2021.03.28 22:00:05
Sullivan ,403,151,79,85,79,64,55,59,28,38,25,136,39,95,262,,,541,552,79,167,186,44,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,554,1188,2021.03.28 22:00:05
Switzerland ,118,42,,25,,31,,,,,,39,,29,75,,0,149,157,,21,51,26,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,160,476,2021.03.28 22:00:05
Tippecanoe ,2975,1025,595,760,648,464,386,302,227,179,165,665,239,462,2436,79,937,2656,3909,555,1387,1160,399,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,4000,8689,2021.03.28 22:00:05
Tipton ,195,58,28,27,47,33,41,29,,,,66,,42,122,,,233,252,24,56,47,28,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,253,586,2021.03.28 22:00:05
Union ,110,21,,22,,,,,,,,31,,31,52,,,125,126,,,42,33,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,131,363,2021.03.28 22:00:05
Vanderburgh ,4319,1582,749,929,870,739,701,511,404,349,255,913,382,915,3424,137,1332,4226,5824,651,1855,2025,433,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,5902,13191,2021.03.28 22:00:05
Vermillion ,349,148,70,76,74,51,59,46,36,25,25,123,41,85,219,,,481,496,106,217,87,48,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,497,954,2021.03.28 22:00:05
Vigo ,2695,1063,608,603,520,437,368,319,273,235,135,665,238,673,1980,93,384,3204,3734,414,1437,895,392,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,3758,8501,2021.03.28 22:00:05
Wabash ,393,126,79,67,76,78,63,36,31,27,24,120,39,102,239,,,489,516,74,93,148,63,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,519,1249,2021.03.28 22:00:05
Warren ,121,42,,31,30,22,,,,,,35,,38,56,,0,154,162,27,43,57,,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,163,314,2021.03.28 22:00:05
Warrick ,779,279,122,180,158,149,109,92,66,66,35,257,81,190,491,23,43,977,1052,199,271,325,89,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1060,2217,2021.03.28 22:00:05
Washington ,440,175,54,91,77,74,78,55,50,50,36,165,45,128,247,26,,581,608,56,113,117,91,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,616,1696,2021.03.28 22:00:05
Wayne ,1196,462,215,251,211,177,166,157,138,105,76,310,131,248,862,72,125,1419,1619,152,347,256,330,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,1659,4308,2021.03.28 22:00:05
Wells ,313,109,42,73,56,41,49,37,33,33,,106,42,80,176,,,396,418,43,58,136,50,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,422,979,2021.03.28 22:00:05
White ,306,115,46,53,56,50,63,44,26,32,21,106,27,75,184,,,386,413,53,96,98,55,10,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",Engage in regular exercise?,421,972,2021.03.28 22:00:05
